user_id,article_1,article_2,article_3,article_4,article_5
227522,300128,162655,300470,300473,298310
227523,272143,235715,64329,199198,162655
227524,272143,235715,64329,199198,162655
227525,95716,162655,158536,59057,300082
227526,39780,168623,272143,166581,160974
227527,48403,59057,123757,272143,233595
227528,272143,161801,162655,166581,214800
227529,325010,341794,323926,343282,343150
227530,298035,298032,299582,298030,299523
227531,166581,272143,123909,160974,225055
227532,20691,272143,48403,119193,123818
227533,336221,234698,202355,96241,95726
227534,272143,198659,182394,64329,166581
227535,162655,300470,16129,162300,158536
227536,272143,201775,201797,202010,166581
227537,160417,218337,162655,160974,64329
227538,272143,235715,64329,199198,162655
227539,272143,198659,182394,64329,166581
227540,336223,234698,202289,235870,202672
227541,160974,160417,158536,199198,272143
227542,64329,160417,199198,166581,48403
227543,87207,285445,237615,87099,94304
227544,78360,78343,143799,142260,142267
227545,245680,236400,326244,6713,88616
227546,160974,42761,160417,158536,199198
227547,272143,199198,158536,175040,202355
227548,199198,162655,64329,199197,158536
227549,162655,63307,175040,141004,156560
227550,64329,162655,272143,124749,96755
227551,140607,140328,199198,64329,198659
227552,160974,160417,158536,199198,272143
227553,272660,160974,199198,284312,300470
227554,272143,198659,182394,64329,166581
227555,300473,300128,300923,272143,175040
227556,272143,198659,182394,64329,166581
227557,272143,235715,64329,199198,162655
227558,199198,162655,175040,158536,324823
227559,182394,199198,162655,272143,198659
227560,39894,336220,234698,331116,199197
227561,64329,199198,166581,198659,199197
227562,272143,64329,198659,233688,162655
227563,234267,277491,337192,272143,235616
227564,272143,202388,64329,202534,198659
227565,162655,236171,199198,272143,300470
227566,199198,64329,198659,162655,175040
227567,48403,288440,31836,123289,289090
227568,88913,88910,88909,88912,280118
227569,244930,244572,199198,234698,64409
227570,166581,96210,124749,198659,64329
227571,336245,288440,272143,124350,59057
227572,289090,336221,272143,234269,277491
227573,160974,160417,158536,199198,272143
227574,272143,199198,175040,162655,158536
227575,272143,156560,235230,129029,363186
227576,272143,198659,182394,64329,166581
227577,96210,336245,233688,124748,123757
227578,160974,225463,162655,202557,16129
227579,235230,313431,123818,199198,123909
227580,264023,118673,264597,145034,263324
227581,52228,62673,133734,78913,62364
227582,166581,253363,199198,54259,38805
227583,272143,235715,64329,199198,162655
227584,250104,250918,250356,250110,250186
227585,336221,272143,235616,289090,48403
227586,48403,199197,235230,162655,70646
227587,273397,272143,160974,199198,160417
227588,300472,160417,158536,300470,208562
227589,272143,199198,124177,158536,123757
227590,160974,160417,158536,199198,272143
227591,123818,123290,124352,124748,31836
227592,272143,68448,64329,119193,313920
227593,32082,336254,64329,162655,158536
227594,288440,123909,124177,162655,119193
227595,308473,277242,277062,277282,276911
227596,15226,261612,160974,160417,16911
227597,202636,272143,198659,182394,64329
227598,282785,160974,160417,158536,199198
227599,363419,357892,227555,266011,166600
227600,32082,272143,289090,234698,29953
227601,272143,199198,235715,336254,64329
227602,158536,160974,272143,156560,158082
227603,111043,293301,48403,159762,119193
227604,297906,160974,225463,300473,162655
227605,272143,336221,114456,162655,64329
227606,199198,166581,64329,158536,156560
227607,160974,225463,162655,202557,16129
227608,160974,156560,272143,218337,64329
227609,235870,199198,95716,300082,64329
227610,160748,208582,162655,300470,208981
227611,293301,159762,162655,158536,160132
227612,272660,160974,199198,284312,300470
227613,338340,199198,162655,166581,124350
227614,16129,225463,160974,230516,182394
227615,276970,159762,35430,257291,336223
227616,199198,64329,162655,324823,175040
227617,272143,64329,198659,162655,235616
227618,272143,124177,166581,123757,160974
227619,272143,198659,182394,64329,166581
227620,272143,64329,162655,182394,224658
227621,160974,300470,202383,16129,225055
227622,160417,160974,272143,156560,166581
227623,199198,64329,166581,324823,162655
227624,272143,234698,95716,166581,160974
227625,159762,162655,218337,160974,64329
227626,59758,313504,284844,300470,236613
227627,160974,160417,158536,199198,272143
227628,272143,198659,182394,64329,166581
227629,158536,158082,64329,272143,300470
227630,272143,198659,182394,64329,166581
227631,272143,273397,198659,182394,64329
227632,336245,111043,235616,64329,158536
227633,272143,331116,209236,64329,198659
227634,199198,64329,198659,168623,162655
227635,331738,199198,272143,64329,162655
227636,160417,160974,272143,156560,166581
227637,358109,162655,162300,160417,158536
227638,272143,336221,235870,182394,96210
227639,124350,162655,198659,64329,166581
227640,156625,272143,199198,64329,235230
227641,272143,336223,273397,198659,182394
227642,272143,16470,14401,15306,13596
227643,156560,168623,158536,199198,336223
227644,158536,68248,156624,66840,357066
227645,199198,160974,272143,214800,160417
227646,307986,306018,308836,307948,62567
227647,298035,298032,299582,298030,234698
227648,124749,272143,96755,158536,160417
227649,194939,235616,44563,199198,108855
227650,283009,336254,272143,235715,64329
227651,199198,272143,191258,158536,35889
227652,158536,64329,235230,166581,313431
227653,64329,162655,198659,199197,166581
227654,233688,288320,336223,272143,354086
227655,166581,253363,199198,54259,38805
227656,272143,235715,64329,199198,162655
227657,20691,272143,336245,166581,15653
227658,48676,133086,45704,46738,46741
227659,160417,158536,272143,199198,58580
227660,123909,209122,236207,95722,285379
227661,194939,194925,194823,195782,195773
227662,272143,199198,64329,162655,235715
227663,160417,160974,158536,199198,272143
227664,272143,199198,158536,288320,161425
227665,272143,235715,64329,199198,162655
227666,156964,272143,235870,336221,161506
227667,64329,158536,162655,272143,352979
227668,158536,162655,156624,156560,160974
227669,272143,198659,182394,64329,166581
227670,166050,50864,50715,72001,50383
227671,187067,272143,182394,174300,20691
227672,198659,64329,166581,175040,162655
227673,48403,336221,95716,272143,31836
227674,14394,272143,199198,16470,166581
227675,288320,166581,336223,133160,48403
227676,64329,162655,158536,48981,156560
227677,272143,198659,182394,64329,166581
227678,272143,198659,182394,64329,166581
227679,272143,273397,198659,182394,64329
227680,272143,199198,208150,158536,160974
227681,288435,336220,199198,64329,218028
227682,272143,158536,199198,160158,331116
227683,73413,199198,234698,66164,166581
227684,272143,123289,182394,124194,224658
227685,119193,234698,271261,199198,31836
227686,166581,293114,160974,123826,199198
227687,289090,270607,245161,156839,235854
227688,199198,270607,64329,166581,218028
227689,272143,96210,336221,289090,336223
227690,199198,166581,158536,156560,64329
227691,301469,335975,338681,298035,298032
227692,162655,236171,199198,272143,300470
227693,272143,64329,198659,162655,175040
227694,272143,64329,162655,182394,289090
227695,166581,156560,158536,230748,336245
227696,207848,235616,58580,199198,208531
227697,272143,199198,64329,348111,289003
227698,199197,272143,198659,124194,124350
227699,156560,199198,271887,166581,199197
227700,336245,288440,32088,272143,199198
227701,336220,289090,234269,235854,336221
227702,199198,64329,198659,166581,324823
227703,199198,158536,166581,284547,160417
227704,123757,124350,20691,124748,123909
227705,160974,160417,158536,199198,272143
227706,199198,64329,198659,218028,162655
227707,166581,272143,208582,198659,162655
227708,160974,160417,158536,199198,272143
227709,199198,158536,313619,336221,166581
227710,199198,198659,182394,272143,175040
227711,160974,160417,158536,199198,272143
227712,168623,152863,276970,123818,156625
227713,124749,123757,124176,123818,123290
227714,272143,160974,160417,166581,158536
227715,236065,272143,235715,64329,235840
227716,199198,166581,160417,156560,48403
227717,272143,313431,235230,129029,182394
227718,64329,143059,199198,199197,162655
227719,331116,289003,123909,233688,123757
227720,336245,288440,293050,293114,272143
227721,198518,123818,234051,123290,31594
227722,336223,234267,272143,277491,336221
227723,272143,336223,199198,158536,166585
227724,199198,64329,166581,162655,324823
227725,64329,166581,235616,198659,162655
227726,272143,199198,64329,162655,235715
227727,48403,59057,123757,123290,124352
227728,64329,289090,338340,158536,175040
227729,272143,198659,182394,64329,166581
227730,336221,156964,289090,32082,336220
227731,199198,119534,286336,198659,354086
227732,198659,64329,166581,162655,293301
227733,199198,64329,166581,324823,162655
227734,64329,199198,198659,175040,338339
227735,235870,336245,288440,166581,158536
227736,272143,64329,198659,162655,111043
227737,160974,160417,158536,199198,272143
227738,158536,162655,160974,218337,64329
227739,233688,199198,64329,234006,209236
227740,272143,64329,162655,289126,159762
227741,64329,198659,162655,175040,199197
227742,199198,64329,198659,166581,324823
227743,199198,64329,270607,286336,158882
227744,336223,20691,50644,272143,293513
227745,272143,271262,182394,162655,198659
227746,272143,273397,199198,235715,64329
227747,199198,159762,64329,96755,257291
227748,208426,117846,73116,202383,196802
227749,161801,234698,64409,84721,199198
227750,272143,235715,64329,199198,162655
227751,160974,160417,158536,199198,272143
227752,123757,336223,234698,124748,303180
227753,162655,236171,199198,272143,300470
227754,183176,277492,288320,336220,337192
227755,162655,236171,199198,272143,300470
227756,336221,123818,124350,123757,354086
227757,64329,162655,336221,156560,199198
227758,95716,336220,31836,124350,235870
227759,293301,160417,272143,158536,160974
227760,69935,209236,235616,70403,42564
227761,300128,313431,160974,272143,156560
227762,293301,158536,162655,284985,160417
227763,71601,355323,210921,209931,141047
227764,272143,284547,199198,87231,87236
227765,20691,199198,166581,324823,336245
227766,272312,107266,271558,270589,30118
227767,124352,123757,124177,123289,124350
227768,234698,235870,336223,234269,29953
227769,272143,162655,199198,160417,218337
227770,272143,199198,158536,160974,235715
227771,272143,182394,224658,64329,166581
227772,272143,123818,124228,123290,313431
227773,64329,162655,166581,156560,199198
227774,271262,336220,245161,198659,119534
227775,272143,123818,123290,123909,124352
227776,199198,64329,158536,293114,207994
227777,160417,158536,96210,300470,158082
227778,166581,253363,199198,54259,38805
227779,272143,234698,175040,166581,64409
227780,283642,283667,100764,338015,49727
227781,199198,338340,64329,198659,162655
227782,272143,199198,158536,214709,331738
227783,95716,31836,235870,59057,271261
227784,336221,218568,217717,235616,234267
227785,162655,271262,158536,199198,64329
227786,336223,288320,133160,235616,234698
227787,199198,207587,106812,124177,272143
227788,272143,199198,158536,273397,160974
227789,124350,235870,123909,284985,300082
227790,95716,199198,336221,48403,124748
227791,289090,336220,161602,207994,129434
227792,64329,162655,272143,160974,289126
227793,198659,64329,166581,168623,293301
227794,199198,64329,166581,162655,198659
227795,272143,234698,123909,336221,96210
227796,234698,234269,95716,32082,29953
227797,272143,235715,64329,199198,162655
227798,336221,198659,64329,300082,235616
227799,272143,313431,198659,182394,64329
227800,234719,245009,244600,234427,236340
227801,272143,235715,64329,199198,162655
227802,272143,199198,64329,235715,162655
227803,341794,337080,286321,343282,343150
227804,160974,160417,158536,199198,272143
227805,158536,160974,272143,156560,199198
227806,272143,336223,123757,234698,162655
227807,166581,158536,175040,160417,198659
227808,272143,199198,129004,224658,182394
227809,166581,253363,199198,54259,38805
227810,234698,123289,124177,199198,64329
227811,199198,64329,218028,277713,166581
227812,355771,300470,355975,354209,16129
227813,199198,64329,198659,166581,59109
227814,199197,156560,236207,284547,168623
227815,38797,123757,198659,64329,270680
227816,272143,352979,39894,336254,235230
227817,87831,214709,199198,272143,235715
227818,99174,87052,85308,99175,99172
227819,20691,235616,183176,336245,336223
227820,272143,235715,64329,199198,162655
227821,10145,65662,30072,69786,202636
227822,348604,348601,272660,160974,282617
227823,289003,233688,166581,20691,175040
227824,138145,206785,206934,235230,216904
227825,160974,160417,158536,199198,272143
227826,272143,162655,64329,199197,166581
227827,272660,160974,199198,284312,300470
227828,160974,160417,158536,199198,272143
227829,160417,218337,272143,162655,166581
227830,336221,286336,331116,235870,202355
227831,160974,160417,158536,199198,272143
227832,336221,160417,293301,272143,95716
227833,162655,272143,198659,300470,182394
227834,272143,198659,182394,64329,166581
227835,289090,336221,159762,272143,337192
227836,336220,272143,289090,160417,199198
227837,272143,166581,175040,159762,182394
227838,336223,276970,31836,257291,233717
227839,199198,272143,235715,64329,162655
227840,209236,199198,202355,272143,64329
227841,286336,272143,156964,198659,182394
227842,272143,198659,124350,182394,64329
227843,31836,59057,48403,336221,119193
227844,234698,293050,95716,336223,272143
227845,64329,199198,162655,158536,198659
227846,198659,166581,64329,175040,140528
227847,272143,235616,166581,160974,225055
227848,199198,64329,234698,198659,162655
227849,123909,237775,237773,157078,199197
227850,64329,198659,166581,162655,175040
227851,20691,199198,233688,336245,166581
227852,272143,160974,162655,284547,182394
227853,162655,158536,236951,283392,158082
227854,160974,160417,158536,199198,272143
227855,199198,96210,338340,166581,324823
227856,336223,95716,300082,156964,133160
227857,20691,336254,336223,336245,183176
227858,123818,123757,124350,272143,162655
227859,123290,124352,124228,123289,124748
227860,208539,236207,202729,207720,202338
227861,199198,64329,162655,199197,158536
227862,199198,64329,166581,161801,324823
227863,64329,199197,123818,162655,124228
227864,162655,237524,199198,64329,158536
227865,272143,235715,64329,199198,162655
227866,336223,166581,336220,235870,285342
227867,160974,160417,158536,199198,272143
227868,96210,272143,288440,160974,123289
227869,160974,160417,158536,199198,272143
227870,158536,199198,162655,156560,175040
227871,168623,233717,289126,59057,234698
227872,39894,289003,336254,272143,30389
227873,36326,48393,47960,48226,48888
227874,20691,199198,336245,128260,64329
227875,156560,158536,64329,284547,160974
227876,336221,272143,235870,284985,64409
227877,336221,235870,156964,289090,235616
227878,272143,64329,198659,158536,175040
227879,272143,64329,198659,123826,96480
227880,273397,265807,87783,272143,273612
227881,162655,123757,124748,160974,123909
227882,160974,160417,293114,158536,123826
227883,124629,62464,124444,124089,123957
227884,272143,199198,166581,160974,160417
227885,272143,235715,64329,199198,162655
227886,123818,158536,124228,199198,160417
227887,300128,300473,298310,298035,298032
227888,257291,285719,29953,234269,289126
227889,272143,199198,224658,182394,166581
227890,156560,160974,64329,272143,202493
227891,191465,8667,286412,156723,257291
227892,233911,235870,336221,156560,300082
227893,331116,209236,206627,166581,233717
227894,199198,161801,64329,63307,162655
227895,123818,123290,162655,124352,158536
227896,87224,272143,234698,123909,336221
227897,272143,235715,64329,199198,162655
227898,87833,123909,286321,108855,59512
227899,199198,272143,64329,162655,198659
227900,156964,336223,64329,166581,315105
227901,272143,199198,158536,64329,160974
227902,162655,336221,338340,124749,158536
227903,123757,123290,205824,124352,285908
227904,272143,235715,64329,199198,162655
227905,208150,209630,44774,206027,45651
227906,162655,300470,16129,162300,158536
227907,276970,168623,272143,199198,95972
227908,272143,338339,182394,283505,224658
227909,272143,182394,224658,64329,166581
227910,158536,162655,160417,96210,199198
227911,272143,235715,64329,199198,162655
227912,272143,162655,199198,160417,218337
227913,142336,142148,145209,145473,121432
227914,272143,199198,64329,288320,235715
227915,234698,300082,235616,168623,284547
227916,199197,166581,272143,284547,59758
227917,272143,276970,182394,123757,224658
227918,64329,166581,162655,123909,182394
227919,289090,336221,234267,160417,158536
227920,298310,300128,199198,236207,64329
227921,272143,182394,224658,64329,166581
227922,272143,160417,158536,300470,166581
227923,272143,199198,234698,95716,158536
227924,272143,199198,224658,182394,166581
227925,198659,64329,166581,156560,162655
227926,64329,162655,166581,198659,175040
227927,272143,158536,199198,71264,68595
227928,336223,15226,234698,261612,288320
227929,211442,36162,168623,199198,64329
227930,160974,160417,158536,199198,272143
227931,162655,300470,331780,16129,162300
227932,300470,160417,158536,158082,16129
227933,160974,160417,158536,199198,272143
227934,272143,235715,64329,199198,162655
227935,162655,160974,202557,272143,225463
227936,272143,156560,233717,123909,160974
227937,199197,156560,272143,199198,206934
227938,277713,272143,313920,199198,158536
227939,31836,59057,48403,199198,64329
227940,59758,313504,284844,300470,236613
227941,199197,59057,64329,31836,199198
227942,19510,311984,31836,336221,119193
227943,199197,289126,64329,285719,235230
227944,272143,182394,64329,166581,162655
227945,158536,156560,199198,64329,160974
227946,160417,158536,300470,58580,158082
227947,106847,289386,270256,145252,245161
227948,230748,158536,336245,199198,20691
227949,272143,158536,160974,64329,166581
227950,284452,272143,95742,198659,182394
227951,123757,199198,162655,123818,48403
227952,289090,123290,124352,123818,124350
227953,160974,158536,156560,158082,272143
227954,272143,199198,224658,182394,166581
227955,205052,206415,208473,206571,5387
227956,282617,73167,284901,284629,285023
227957,160974,160417,158536,199198,272143
227958,20691,166581,336245,48403,119193
227959,199198,64329,158536,156560,198659
227960,158536,162655,160417,199198,355142
227961,199198,272143,182394,64329,166581
227962,336254,272143,277107,233688,160417
227963,59057,235616,336221,119193,288320
227964,272143,162655,64329,303565,166581
227965,198659,64329,166581,183176,162655
227966,199198,64329,198659,162655,175040
227967,160974,162655,160417,162300,156808
227968,64329,96210,162655,175040,182394
227969,159762,160417,64329,289126,233717
227970,272143,235715,64329,199198,162655
227971,281548,123818,124228,123290,282853
227972,233688,237524,168623,160974,128260
227973,320788,123818,234698,123290,124352
227974,272143,199198,158536,234698,162655
227975,336221,235870,199198,162655,64329
227976,64329,166581,123757,162655,182394
227977,272143,235616,336223,235854,96210
227978,272143,235715,64329,199198,162655
227979,64329,336223,336254,166581,293301
227980,272143,182394,224658,64329,166581
227981,271262,336221,235870,313920,202388
227982,198659,64329,166581,15226,162655
227983,336221,271262,166581,199198,158536
227984,234698,95716,64409,336220,235616
227985,199198,199197,64329,166581,324823
227986,141113,146188,141044,140797,284312
227987,272143,198659,182394,64329,166581
227988,69618,72049,72043,69139,357886
227989,336245,128260,36680,233688,16090
227990,272143,199198,64329,162655,235715
227991,272143,162655,199198,158536,123757
227992,272143,166581,319040,162655,64329
227993,284985,160158,160940,214800,338350
227994,199198,87205,272143,87224,64329
227995,336221,119193,190862,48403,132567
227996,233688,336254,96210,289003,336221
227997,336221,96755,272143,289090,235870
227998,336221,199197,64329,234698,199198
227999,272143,234698,123909,336221,96210
228000,199198,64329,198659,166581,324823
228001,159762,261612,162655,64329,166581
228002,272143,235715,64329,199198,162655
228003,199198,272143,64329,162655,198659
228004,234698,272143,336223,166581,168623
228005,133160,293114,284985,119193,336380
228006,200114,200253,272143,62427,142313
228007,272143,235715,64329,199198,162655
228008,273397,123909,199198,286321,108855
228009,336223,336220,96210,245161,199198
228010,64329,162655,166581,199198,160417
228011,272143,289090,159762,289126,234267
228012,272143,160417,199198,160974,156560
228013,123757,158536,272143,218337,123818
228014,293114,272143,284985,199198,158536
228015,162655,300470,16129,162300,158536
228016,160417,160974,159762,272143,156560
228017,158536,162655,160974,218337,64329
228018,272143,235715,64329,199198,162655
228019,124748,124194,124177,123909,124228
228020,162655,138223,158536,272143,160417
228021,235870,336221,336223,64409,236207
228022,95716,300082,199198,64329,156964
228023,199198,158536,64329,156560,160974
228024,20691,48403,119193,272143,336221
228025,156972,161801,272143,234698,95716
228026,199198,158536,218028,199197,160417
228027,336223,31520,133160,289090,284985
228028,162655,236171,199198,272143,300470
228029,20691,272143,336245,162655,64329
228030,293062,111043,181585,233688,128260
228031,64329,166581,162655,199197,182394
228032,199198,156560,166581,119193,234698
228033,96210,199198,166581,336245,313920
228034,160417,158536,300470,168623,285719
228035,162655,183176,95716,324823,300082
228036,136629,64329,156560,175162,166581
228037,160974,160417,158536,199198,272143
228038,336221,336223,234698,159762,272143
228039,272143,313431,123909,161602,207982
228040,272143,235715,64329,199198,162655
228041,272143,123757,123290,124352,64329
228042,272143,198659,182394,64329,166581
228043,70095,208426,68030,65024,267735
228044,183176,119193,48403,64329,166581
228045,199198,64329,166581,159762,324823
228046,100945,158229,161409,159473,338350
228047,272143,198659,182394,64329,166581
228048,202493,234269,166581,207963,208539
228049,158536,272143,160417,199198,300470
228050,76253,73804,270619,76252,325375
228051,158536,160974,272143,156560,158082
228052,336221,162655,158536,160417,235616
228053,336223,59057,272143,199198,286321
228054,272143,199198,158536,160974,235715
228055,272143,199197,336245,64329,284547
228056,272143,199198,336221,158536,235870
228057,336221,284547,123757,166581,293301
228058,124194,236951,214709,273397,199198
228059,331409,278045,331918,331572,331806
228060,156624,162655,158536,160417,156560
228061,336223,124177,123818,123290,124352
228062,199198,162655,64329,20691,119193
228063,272143,160417,64329,160974,199198
228064,162655,300470,202557,16129,162300
228065,336223,95716,300082,48403,31836
228066,166581,253363,199198,54259,38805
228067,202388,156560,160417,166581,234698
228068,199198,64329,166581,162655,324823
228069,199198,64329,198659,123909,286321
228070,272143,199198,123289,158536,168623
228071,272143,123818,64329,123290,124228
228072,123757,168623,199198,276970,301015
228073,284312,199198,213927,224658,162655
228074,160417,272143,64329,160974,199198
228075,325458,363234,95128,172323,44769
228076,38976,41602,270339,271493,338232
228077,96210,123818,272143,123290,289090
228078,160974,175423,338015,225463,160748
228079,235616,95716,289090,123290,124352
228080,336221,235870,123909,336223,300082
228081,289090,234698,59057,183176,119193
228082,198659,64329,166581,175040,162655
228083,273397,265807,87783,272143,273612
228084,123818,123757,124352,129434,123289
228085,99182,10082,8793,8901,9027
228086,160974,293301,156654,272143,199198
228087,124194,160974,124350,214709,123290
228088,272143,166581,160974,225055,198659
228089,123757,124350,166581,123909,124749
228090,272143,234698,123909,336221,96210
228091,160974,160417,158536,225055,156560
228092,167073,167084,203203,203254,203390
228093,272143,64329,199197,224658,286161
228094,160974,225463,162655,202557,16129
228095,336223,54817,54823,31836,133160
228096,159762,289126,285719,233717,257291
228097,272143,338340,162655,161506,199198
228098,59057,272143,289003,31836,116736
228099,199198,64329,198659,166581,124350
228100,272143,235616,336220,156560,313431
228101,199198,166581,160417,156560,160974
228102,123818,124352,123757,123289,272143
228103,83534,98704,31520,336254,156355
228104,272143,64329,160417,160974,198659
228105,336221,336223,235870,336220,158536
228106,162655,218028,272143,202355,198659
228107,272143,156560,235230,162655,166581
228108,272143,162655,233688,111043,206571
228109,155141,74640,235962,65171,50071
228110,96210,272143,336380,123826,199198
228111,162655,218028,158536,202355,272143
228112,162655,160974,152564,218337,64329
228113,199198,64329,198659,162655,175040
228114,64329,198659,162655,199197,175040
228115,123909,353576,286321,354936,108855
228116,48403,119193,160974,31836,270229
228117,199198,166581,64329,124350,162655
228118,166581,293301,64329,160417,156560
228119,272143,159762,166581,289126,124749
228120,124350,20691,336220,336245,124177
228121,162655,272143,198659,300470,182394
228122,199198,64329,198659,162655,166581
228123,272143,64329,162655,198659,108856
228124,168623,336380,272143,199198,123909
228125,42905,273397,42873,42693,233717
228126,166581,253363,199198,54259,38805
228127,321612,284136,328066,353682,320859
228128,162655,236171,199198,272143,300470
228129,272143,166581,73271,182394,64329
228130,160417,160974,272143,199198,336223
228131,162655,140728,141489,68544,300470
228132,96210,289090,235870,95716,235616
228133,158536,161602,160974,207994,175162
228134,198659,64329,48403,166581,119193
228135,64329,272143,361223,32082,29953
228136,156560,166581,10207,64329,4706
228137,272143,235230,336221,289090,156560
228138,160974,160417,158536,199198,272143
228139,162655,300470,16129,162300,158536
228140,272143,235715,64329,199198,162655
228141,160974,160417,158536,199198,272143
228142,272143,301015,64329,276970,198659
228143,62675,62464,198518,50864,62751
228144,20691,272143,336245,245161,199198
228145,272143,199198,58193,207982,158536
228146,64329,198659,162655,156560,199197
228147,272143,64329,198659,162655,175040
228148,272143,199198,166581,276970,175040
228149,272143,199198,123289,166581,168623
228150,158536,70646,156560,235230,300470
228151,166581,198659,64329,336221,160974
228152,199198,64329,198659,166581,324823
228153,59057,336221,272143,336223,289090
228154,160417,158536,300470,158082,234698
228155,336221,234698,96491,95485,272143
228156,293050,272143,48403,199198,119193
228157,272143,199198,158536,160974,235715
228158,218337,162655,272143,156560,160974
228159,160974,160417,158536,199198,272143
228160,160974,160417,158536,199198,272143
228161,272143,64329,198659,158536,175040
228162,160974,300470,202383,16129,225055
228163,272143,198659,182394,64329,166581
228164,235870,235616,336220,315105,199198
228165,199198,166581,158536,156560,64329
228166,273397,160974,272143,225463,225055
228167,336380,199198,166581,158536,156560
228168,160974,160417,158536,199198,272143
228169,348112,161506,239707,199198,206571
228170,36606,123757,123290,123818,336221
228171,64329,199197,158536,156624,160417
228172,158536,160417,272143,300470,158082
228173,235616,123757,235870,202355,276970
228174,162655,300470,16129,162300,158536
228175,124350,272143,123290,124352,96210
228176,272642,273376,161602,304226,270482
228177,202652,208970,205869,209348,202289
228178,272143,293050,20691,224658,336245
228179,273397,232812,271520,159762,273616
228180,198659,64329,166581,162655,175040
228181,272143,198659,182394,64329,166581
228182,58619,208970,199198,272143,160974
228183,158536,199198,160417,64329,198659
228184,158536,272143,123818,124228,64329
228185,272143,211863,64329,198659,162655
228186,123818,123289,237524,95716,235616
228187,166583,272143,235715,64329,235711
228188,123818,123290,124352,336245,166581
228189,272143,64329,336254,271492,199197
228190,64329,336254,277107,166581,283009
228191,272143,235715,64329,199198,162655
228192,257422,257372,257423,10770,74862
228193,336221,59057,119193,272143,64329
228194,123757,293114,124748,96755,123818
228195,123757,166581,123290,124352,199198
228196,123818,123290,124352,124228,124350
228197,124177,123909,124176,124228,293301
228198,158536,160974,272143,156560,214709
228199,336220,336221,234267,276970,160974
228200,272143,235715,64329,199198,162655
228201,202676,119534,354086,61451,61515
228202,96210,293513,158536,162655,233688
228203,234698,157478,283009,277107,97530
228204,160974,160417,158536,199198,272143
228205,272143,162655,198659,182394,64329
228206,293050,199198,272143,95977,64329
228207,64329,198659,286321,284985,293301
228208,166581,253363,199198,54259,38805
228209,272143,199198,336220,158536,277491
228210,336223,336221,168623,234698,234267
228211,272143,160974,166581,233717,123909
228212,199198,198659,64329,58580,166581
228213,272143,64329,198659,162655,175040
228214,199198,48403,128260,119193,59057
228215,202355,199198,218028,289003,166581
228216,145952,156625,168623,87144,276970
228217,62434,224616,62567,42656,87554
228218,272143,182394,62464,198659,162655
228219,272143,235715,64329,199198,162655
228220,64329,166581,198659,324823,87231
228221,272143,64329,198659,235715,158536
228222,293301,199198,156560,158536,166581
228223,64329,198659,168623,199197,156560
228224,199198,64329,15226,166581,177155
228225,160974,160417,158536,300470,124749
228226,199198,289090,64329,198659,234267
228227,272143,235715,64329,199198,162655
228228,336221,124350,235870,123290,123757
228229,48403,119193,288320,183176,133160
228230,166581,175040,158536,198659,156560
228231,237524,123909,199198,166581,158536
228232,199198,64329,198659,307779,162655
228233,336221,174288,285233,314788,32082
228234,162655,272143,199198,64329,158536
228235,233688,58619,234006,272143,218028
228236,199198,96210,183176,175040,162655
228237,20691,336245,289090,235616,111043
228238,288320,48403,123818,31836,119193
228239,123290,124352,124177,272143,123289
228240,234006,215993,199198,128260,272143
228241,236183,156560,237524,123909,299152
228242,160974,160417,158536,156560,199198
228243,241710,124350,235854,123290,124352
228244,183176,354086,272143,160940,277492
228245,209236,137645,136145,336221,235870
228246,160974,160417,158536,199198,272143
228247,160974,199198,272143,160417,158536
228248,199198,64329,198659,305933,165985
228249,225055,243001,205879,300470,162655
228250,158536,162655,160974,218337,64329
228251,220484,220130,117702,297321,219401
228252,198659,64329,166581,236207,276970
228253,168623,159762,272143,121709,233717
228254,272143,199198,158536,156560,234698
228255,160974,160417,158536,199198,272143
228256,32067,26542,25868,27038,31632
228257,198659,64329,162655,157078,166581
228258,199198,64329,198659,162655,175040
228259,272143,199198,64329,283009,336254
228260,199198,64329,198659,276970,162655
228261,272143,64329,168623,162655,293301
228262,272143,166581,160974,225055,198659
228263,199198,336223,31836,59057,64329
228264,64329,123757,198659,199197,162655
228265,161801,162655,300470,270799,214283
228266,158536,272143,160974,64329,199198
228267,211503,202031,201869,234088,312870
228268,293301,159762,358109,162655,168623
228269,166414,129434,286128,198199,106874
228270,288620,8131,324062,17344,19461
228271,235230,199197,272143,235870,198659
228272,123909,284985,237524,162655,285379
228273,236869,63240,63219,237518,84020
228274,197834,197609,73051,59034,58643
228275,199198,336223,133160,234698,293050
228276,87207,87126,94304,262171,116136
228277,316443,316584,316521,316555,316539
228278,160974,160417,158536,199198,272143
228279,202729,199198,272143,64329,162655
228280,272143,235715,64329,199198,162655
228281,272143,235715,64329,199198,162655
228282,202493,272143,336223,162655,198659
228283,206027,202652,160940,286321,199198
228284,20691,288440,199198,160974,160417
228285,111043,128260,119534,336220,277492
228286,234698,199197,156560,286161,272143
228287,336221,234698,96210,20691,29953
228288,160974,160417,158536,199198,272143
228289,158536,338350,160974,129434,160940
228290,234698,166581,175040,119193,198659
228291,199198,160974,160417,272143,158536
228292,235230,272143,157078,15321,15386
228293,199198,64329,198659,166581,324823
228294,272143,199198,276946,58606,300263
228295,124350,199198,338340,64329,158536
228296,272143,198659,182394,64329,166581
228297,199198,175040,162655,198659,158536
